2022-07-27 09:13:54,190 DEBUG   MainThread:120279 [config_util.py:dict_from_config_file():102] no default config file found in config-defaults.yaml
2022-07-27 09:35:06,730 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:35:11,380 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:35:11,381 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:35:20,736 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:35:26,507 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:35:26,507 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:35:29,511 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:35:34,743 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:35:41,650 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:35:41,651 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:35:48,750 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:35:56,771 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:35:56,772 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:36:00,965 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:36:02,756 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:36:12,375 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:36:12,375 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:36:14,761 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:36:16,762 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:36:27,531 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:36:27,531 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:36:28,768 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:36:32,435 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:36:42,692 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:36:42,692 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:36:42,775 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:36:56,781 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:36:57,854 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:36:57,854 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:37:03,955 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:37:10,788 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:37:13,009 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:37:13,009 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:37:25,794 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:37:28,131 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:37:28,131 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:37:35,403 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:37:37,820 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:37:43,255 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:37:43,255 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:37:43,823 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:37:55,067 DEBUG   SenderThread:120279 [sender.py:send():235] send: files
2022-07-27 09:37:55,067 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: partial_history
2022-07-27 09:37:55,068 INFO    SenderThread:120279 [sender.py:_save_file():947] saving file media/images/viz_80_10bed0b66478add89e6c.png with policy now
2022-07-27 09:37:55,071 DEBUG   SenderThread:120279 [sender.py:send():235] send: history
2022-07-27 09:37:55,072 DEBUG   SenderThread:120279 [sender.py:send():235] send: summary
2022-07-27 09:37:55,074 INFO    SenderThread:120279 [sender.py:_save_file():947] saving file wandb-summary.json with policy end
2022-07-27 09:37:55,559 INFO    Thread-26 :120279 [upload_job.py:push():137] Uploaded file /tmp/tmpp28w38xpwandb/44zhydsq-media/images/viz_80_10bed0b66478add89e6c.png
2022-07-27 09:37:55,955 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/wandb-summary.json
2022-07-27 09:37:55,956 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/media/images/viz_80_10bed0b66478add89e6c.png
2022-07-27 09:37:55,956 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/media/images
2022-07-27 09:37:56,956 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:37:58,386 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:37:58,386 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:38:08,701 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:38:10,963 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:38:13,505 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:38:13,506 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:38:24,969 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:38:28,630 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:38:28,630 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:38:38,976 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:38:40,244 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:38:43,757 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:38:43,757 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:38:52,983 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:38:58,894 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:38:58,894 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:39:06,990 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:39:11,745 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:39:14,025 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:39:14,025 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:39:21,997 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:39:29,154 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:39:29,155 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:39:36,004 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:39:43,293 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:39:44,282 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:39:44,282 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:39:50,010 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:39:59,404 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:39:59,405 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:40:02,020 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:40:04,021 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:40:14,547 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:40:14,548 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:40:14,795 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:40:16,031 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:40:29,674 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:40:29,674 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:40:30,042 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:40:44,049 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:40:44,798 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:40:44,798 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:40:46,351 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:40:58,055 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:40:59,920 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:40:59,920 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:41:12,062 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:41:15,054 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:41:15,055 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:41:17,899 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:41:26,070 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:41:30,180 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:41:30,180 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:41:40,076 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:41:45,301 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:41:45,301 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:41:49,410 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:41:54,082 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:42:00,423 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:42:00,424 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:42:08,094 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:42:15,544 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:42:15,545 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:42:20,099 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:42:20,872 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:42:22,101 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:42:30,728 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:42:30,728 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:42:34,106 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:42:45,863 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:42:45,863 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:42:48,112 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:42:52,496 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:43:01,000 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:43:01,000 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:43:02,119 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:43:16,126 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:43:16,141 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:43:16,141 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:43:24,041 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
